,x_mso_km,y_mso_km,z_mso_km,r_hel_AU,di,bx_mes_nT,by_mes_nT,bz_mes_nT,time_YYYYMMDDHHmm
0,1094.6056335780086,1319.5908926439258,-12482.1220703125,0.3075032793778388,98.0,71.48678552267708,21.31748973652697,-51.66166305541992,2012-11-21 11:50:00
1,1087.0433360071183,1354.8338464060726,-12478.8212890625,0.3075032793778388,98.0,71.55436432888641,22.85734740897527,-51.85927200317383,2012-11-21 11:50:00
2,1076.9299811858582,1401.7803666236614,-12474.013671875,0.3075032793778388,98.0,72.65276831689602,21.958132101040405,-50.70154571533203,2012-11-21 11:51:00
3,1066.7810176268429,1448.6730765128996,-12468.677734375,0.3075032793778388,98.0,72.76890617476286,21.091256492924746,-50.94660186767578,2012-11-21 11:52:00
4,1056.5938751680806,1495.5253000343366,-12462.859375,0.3075032793778388,98.0,70.53678685472974,22.06803657645565,-52.93519973754883,2012-11-21 11:53:00
5,1046.3787411861813,1542.288903659119,-12456.5849609375,0.3075032793778388,98.0,71.1341409645068,20.882448589629007,-52.87715148925781,2012-11-21 11:54:00
6,1036.1259600691192,1589.008151030288,-12449.7744140625,0.3075032793778388,98.0,70.77111987429919,20.80734639459388,-53.15102767944336,2012-11-21 11:55:00
7,1025.8388589936912,1635.6660024707016,-12442.4970703125,0.3075032793778388,98.0,71.44315576844906,22.64542371799757,-51.8682746887207,2012-11-21 11:56:00
8,1015.5185836149975,1682.2603974930935,-12434.7138671875,0.3075032793778388,98.0,71.92036479370218,21.18735200907276,-51.15659713745117,2012-11-21 11:57:00
9,1005.164987160606,1728.7897141034227,-12426.4248046875,0.3075032793778388,98.0,72.26288023992363,21.08365609863665,-50.2984848022461,2012-11-21 11:58:00
10,994.7792651385463,1775.2515290126285,-12417.650390625,0.3075032793778388,98.0,70.3433658564337,22.309871110082668,-52.02824020385742,2012-11-21 11:59:00
11,984.3597863339199,1821.6442626828134,-12408.392578125,0.3075032793778388,98.0,70.568653483189,22.118143485836764,-51.89486312866211,2012-11-21 12:00:00
12,973.9092519252954,1867.966191590007,-12398.6279296875,0.3075032793778388,98.0,68.50022827990847,24.896521836043807,-53.358619689941406,2012-11-21 12:01:00
13,963.4265642864302,1914.2154398650891,-12388.3583984375,0.3075032793778388,98.0,68.40282044019409,23.64144461914111,-54.64458084106445,2012-11-21 12:02:00
14,952.9128690724248,1960.3899470207944,-12377.611328125,0.3075032793778388,98.0,68.13779463204412,24.850042512298387,-54.18219757080078,2012-11-21 12:03:00
15,942.367443466046,2006.4869029518375,-12366.3681640625,0.3075032793778388,98.0,67.46084498300638,22.391391061055856,-56.45498657226562,2012-11-21 12:04:00
16,931.7919971599803,2052.5064193712933,-12354.6279296875,0.3075032793778388,98.0,66.51694901724875,26.35677662382545,-55.320655822753906,2012-11-21 12:05:00
17,921.1859402781412,2098.4447187024234,-12342.3818359375,0.3075032793778388,98.0,66.05940994526662,27.28466010816135,-55.63891983032226,2012-11-21 12:06:00
18,910.5511320720033,2144.3008242529177,-12329.6572265625,0.3075032793778388,98.0,65.84122194254883,23.44989743047745,-57.208900451660156,2012-11-21 12:07:00
19,899.8837893921153,2190.080746697713,-12316.423828125,0.3075032793778388,98.0,66.02644947781101,27.54414346351325,-54.72918701171875,2012-11-21 12:08:00
20,889.1924839550484,2235.757077452763,-12302.7109375,0.3075032793778388,98.0,63.96615363098729,19.41690158829266,-60.84112167358398,2012-11-21 12:09:00
21,878.4684714332981,2281.353997731676,-12288.4873046875,0.3075032793778388,98.0,62.96001917001425,23.955270865853485,-60.50395584106445,2012-11-21 12:10:00
22,867.7170416091394,2326.8599126705885,-12273.7822265625,0.3075032793778388,98.0,62.98562752381724,22.262551400703842,-60.34875869750977,2012-11-21 12:11:00
23,856.937898151351,2372.274288680845,-12258.56640625,0.3075032793778388,98.0,64.76313246288319,21.483411330712727,-59.30019760131836,2012-11-21 12:12:00
