,x_mso_km,y_mso_km,z_mso_km,r_hel_AU,di,bx_mes_nT,by_mes_nT,bz_mes_nT,time_YYYYMMDDHHmm
0,2088.892765620807,2454.569612430307,-12306.66015625,0.3975333496662315,7.1,-24.28731301910739,3.4650998225048397,3.597223281860352,2014-01-14 13:46:00
1,2057.6236370271763,2440.2881308103892,-12314.5673828125,0.3975333496662315,7.1,-24.744070497331382,3.093822840723334,5.229925632476807,2014-01-14 13:47:00
2,2015.8512898501249,2421.165805914472,-12324.71484375,0.3975333496662315,7.1,-24.527448935043534,1.6465430730839046,7.665708065032959,2014-01-14 13:48:00
3,1974.0257472627343,2401.964208728183,-12334.3818359375,0.3975333496662315,7.1,-24.553612765256403,2.0293395126122675,7.474597930908202,2014-01-14 13:49:00
4,1932.1094608442984,2382.669641087312,-12343.5732421875,0.3975333496662315,7.1,-24.563274205272684,2.6869720911152233,7.264790058135986,2014-01-14 13:50:00
5,1890.1169680870955,2363.286153998306,-12352.2744140625,0.3975333496662315,7.1,-23.60210399147665,2.7353604400279043,6.9281253814697275,2014-01-14 13:51:00
6,1848.0491895313755,2343.8165501176372,-12360.5166015625,0.3975333496662315,7.1,-24.481924992981238,3.6032495276164695,6.6120548248291025,2014-01-14 13:52:00
7,1805.9085489672648,2324.2588849162275,-12368.2939453125,0.3975333496662315,7.1,-23.935197689965282,2.8571795460994447,6.781298637390138,2014-01-14 13:53:00
8,1763.6971271057882,2304.616579547419,-12375.580078125,0.3975333496662315,7.1,-24.16296614785239,3.1530620939349774,6.03713321685791,2014-01-14 13:54:00
9,1721.4146546369302,2284.889850069998,-12382.3779296875,0.3975333496662315,7.1,-25.29990461493764,3.7906801615633854,4.6146512031555185,2014-01-14 13:55:00
10,1679.0640140940052,2265.0770478905138,-12388.7119140625,0.3975333496662315,7.1,-24.83909556140368,3.1041299278960817,4.160423755645752,2014-01-14 13:56:00
11,1636.6470701292492,2245.1813248522963,-12394.5595703125,0.3975333496662315,7.1,-24.81336440058517,1.4237642431824329,4.3092122077941895,2014-01-14 13:57:00
12,1594.164806793071,2225.2026661155983,-12399.9248046875,0.3975333496662315,7.1,-26.434637002719487,4.949884146643313,5.082540035247803,2014-01-14 13:58:00
13,1551.6191804004175,2205.142268735739,-12404.833984375,0.3975333496662315,7.1,-26.88505481144605,5.340350435394099,4.3145413398742685,2014-01-14 13:59:00
14,1509.0112149401175,2184.999753846374,-12409.259765625,0.3975333496662315,7.1,-26.745498551109772,6.3501386768345185,3.197550773620605,2014-01-14 14:00:00
15,1466.3424893877109,2164.776399906601,-12413.1953125,0.3975333496662315,7.1,-27.43661870870829,5.8675190818661065,3.5673251152038574,2014-01-14 14:01:00
16,1423.615513517918,2144.473955904574,-12416.6103515625,0.3975333496662315,7.1,-27.04967248658865,6.155283120473997,2.642585039138794,2014-01-14 14:02:00
17,1380.8238234607654,2124.087537375493,-12419.578125,0.3975333496662315,7.1,-27.25600594908171,5.885545359857815,2.545592784881592,2014-01-14 14:03:00
18,1337.990609318922,2103.6296355989543,-12422.0556640625,0.3975333496662315,7.1,-26.105340687303986,4.22895509044605,3.679112195968628,2014-01-14 14:04:00
19,1295.0965388414481,2083.0895333821923,-12424.0615234375,0.3975333496662315,7.1,-24.910969130632125,3.4722550900254987,3.883399486541748,2014-01-14 14:05:00
20,1252.1492775344486,2062.4734750528823,-12425.607421875,0.3975333496662315,7.1,-25.888250270429694,3.956770027039113,3.5740129947662367,2014-01-14 14:06:00
21,1209.150657316795,2041.7804335683209,-12426.6572265625,0.3975333496662315,7.1,-26.260416385797292,5.092107233602861,2.8758301734924316,2014-01-14 14:07:00
22,1166.1049932564654,2021.0113735583584,-12426.99609375,0.3975333496662315,7.1,-26.765781682177693,4.357395304936432,2.9780373573303223,2014-01-14 14:08:00
23,1123.0103039398364,2000.1664460446825,-12427.0693359375,0.3975333496662315,7.1,-26.86914052532973,4.534378855218988,1.7479344606399536,2014-01-14 14:09:00
24,1079.8692752619936,1979.2480333520639,-12426.7998046875,0.3975333496662315,7.1,-25.270998107036746,4.155191584313683,2.884572029113768,2014-01-14 14:10:00
25,1036.684372478423,1958.2549323174294,-12425.8212890625,0.3975333496662315,7.1,-25.779033289554253,3.1890699706341934,3.21673321723938,2014-01-14 14:11:00
26,993.456366634622,1937.1890695762397,-12424.4140625,0.3975333496662315,7.1,-25.789488787262894,4.274241118653522,3.5156054496765137,2014-01-14 14:12:00
27,950.1870097726204,1916.0501461389886,-12422.4775390625,0.3975333496662315,7.1,-26.23721146583015,4.604586525265403,2.677536964416504,2014-01-14 14:13:00
28,906.8781368651653,1894.8393457481889,-12420.083984375,0.3975333496662315,7.1,-26.35827584680243,5.317657260062816,3.4487488269805913,2014-01-14 14:14:00
29,863.5313801390239,1873.557461494138,-12417.2060546875,0.3975333496662315,7.1,-26.759596528935514,4.3765379667599404,3.154198408126831,2014-01-14 14:15:00
